年月日,開盤價,最高價,最低價,收盤價,成交量
2023/05/23,16186.15 ,16239.50 ,16121.45 ,16188.03 ,5513115.00
2023/05/24,16186.62 ,16186.62 ,16070.16 ,16159.32 ,5415815.00
2023/05/25,16163.95 ,16323.77 ,16163.95 ,16292.00 ,6619735.00
2023/05/26,16509.14 ,16537.79 ,16457.74 ,16505.05 ,7255266.00
2023/05/29,16610.86 ,16683.76 ,16597.38 ,16636.30 ,7191495.00
2023/05/30,16648.77 ,16681.19 ,16579.13 ,16622.74 ,6482103.00
2023/05/31,16593.53 ,16636.65 ,16491.90 ,16578.96 ,7887933.00
2023/06/01,16511.00 ,16555.50 ,16477.43 ,16512.65 ,6519472.00
2023/06/02,16525.00 ,16752.20 ,16525.00 ,16706.91 ,7956094.00
2023/06/05,16714.48 ,16781.19 ,16703.60 ,16714.43 ,7901788.00
2023/06/06,16712.98 ,16793.81 ,16699.83 ,16761.66 ,6563012.00
2023/06/07,16771.76 ,16922.48 ,16771.76 ,16922.48 ,6570149.00
2023/06/08,16864.18 ,16899.51 ,16694.21 ,16733.69 ,6632985.00
2023/06/09,16775.92 ,16895.99 ,16775.92 ,16886.40 ,6166466.00
2023/06/12,16899.49 ,16999.72 ,16899.49 ,16955.37 ,6805620.00
2023/06/13,17135.84 ,17254.96 ,17129.23 ,17216.60 ,7487726.00
2023/06/14,17190.70 ,17259.23 ,17182.18 ,17238.14 ,7369331.00
2023/06/15,17259.37 ,17346.32 ,17259.37 ,17334.98 ,8147091.00
2023/06/16,17342.86 ,17342.86 ,17250.79 ,17288.91 ,9722832.00
2023/06/19,17274.07 ,17306.81 ,17210.87 ,17274.56 ,7496332.00
2023/06/20,17233.80 ,17247.16 ,17121.59 ,17184.91 ,6812226.00
2023/06/21,17186.72 ,17246.77 ,17131.45 ,17202.40 ,6883193.00
2023/06/26,17182.48 ,17182.48 ,17011.28 ,17059.24 ,6663091.00
2023/06/27,17022.15 ,17035.49 ,16887.90 ,16887.90 ,6665715.00
2023/06/28,16906.23 ,17011.12 ,16903.71 ,16935.63 ,5940529.00
2023/06/29,16930.41 ,17077.44 ,16911.38 ,16942.30 ,6173036.00
2023/06/30,16870.27 ,16919.95 ,16792.34 ,16915.54 ,6671810.00
2023/07/03,16946.71 ,17103.73 ,16946.71 ,17084.20 ,7397864.00
2023/07/04,17055.19 ,17154.10 ,17042.60 ,17140.77 ,7951802.00
2023/07/05,17130.26 ,17153.17 ,17020.01 ,17056.43 ,7276803.00
2023/07/06,17017.09 ,17017.09 ,16749.29 ,16762.17 ,7884657.00
2023/07/07,16736.94 ,16762.39 ,16593.84 ,16664.21 ,6849714.00
2023/07/10,16667.43 ,16798.81 ,16635.83 ,16652.80 ,6154372.00
2023/07/11,16675.69 ,16898.91 ,16675.69 ,16898.91 ,6961862.00
2023/07/12,16903.25 ,16962.03 ,16864.01 ,16962.03 ,7334366.00
2023/07/13,16994.59 ,17223.86 ,16994.59 ,17061.40 ,9286862.00
2023/07/14,17152.81 ,17287.40 ,17128.07 ,17283.71 ,8343133.00
2023/07/17,17279.11 ,17346.66 ,17235.92 ,17334.29 ,8368565.00
2023/07/18,17368.36 ,17401.59 ,17164.92 ,17227.91 ,9775425.00
2023/07/19,17265.38 ,17340.82 ,17082.54 ,17116.44 ,8084533.00
2023/07/20,17104.91 ,17214.41 ,17098.65 ,17164.89 ,6313982.00
2023/07/21,17106.29 ,17106.29 ,16859.13 ,17030.70 ,7694988.00
2023/07/24,17036.79 ,17098.73 ,16941.15 ,17033.61 ,7182357.00
2023/07/25,17061.88 ,17270.20 ,17061.88 ,17198.89 ,7371305.00
2023/07/26,17205.47 ,17247.02 ,17121.99 ,17162.55 ,7110367.00
2023/07/27,17189.30 ,17282.86 ,17189.30 ,17241.82 ,7599016.00
2023/07/28,17244.51 ,17328.21 ,17179.94 ,17292.93 ,7744942.00
2023/07/31,17341.04 ,17463.76 ,17081.48 ,17145.43 ,9128395.00
2023/08/01,17141.97 ,17252.32 ,17095.86 ,17212.87 ,7063479.00
2023/08/02,17207.22 ,17212.55 ,16844.57 ,16893.73 ,9190407.00
2023/08/04,16847.24 ,16887.38 ,16748.51 ,16843.68 ,7314773.00
2023/08/07,16870.81 ,17032.32 ,16868.74 ,16996.00 ,6264641.00
2023/08/08,17006.46 ,17043.56 ,16812.59 ,16877.07 ,6750517.00
2023/08/09,16836.64 ,16956.73 ,16798.50 ,16870.94 ,5957436.00
2023/08/10,16827.11 ,16827.11 ,16601.17 ,16634.70 ,7182123.00
2023/08/11,16644.65 ,16766.84 ,16601.25 ,16601.25 ,5629266.00
2023/08/14,16585.41 ,16585.41 ,16307.28 ,16393.66 ,7357665.00
2023/08/15,16438.63 ,16546.01 ,16437.63 ,16454.80 ,5959257.00
2023/08/16,16422.20 ,16446.78 ,16304.44 ,16446.78 ,6459109.00
2023/08/17,16411.63 ,16550.11 ,16264.65 ,16516.66 ,7125689.00
2023/08/18,16508.46 ,16583.95 ,16344.29 ,16381.31 ,7246690.00
2023/08/21,16414.14 ,16485.25 ,16347.77 ,16381.49 ,5426098.00
2023/08/22,16429.69 ,16535.07 ,16407.83 ,16437.61 ,5428567.00
2023/08/23,16440.39 ,16588.51 ,16440.39 ,16576.90 ,5531007.00
2023/08/24,16651.03 ,16822.36 ,16651.03 ,16770.87 ,7596547.00
2023/08/25,16708.53 ,16708.53 ,16481.58 ,16481.58 ,6149183.00
2023/08/28,16498.86 ,16582.96 ,16498.86 ,16509.26 ,5650625.00
2023/08/29,16528.49 ,16627.70 ,16495.76 ,16623.65 ,5029684.00
2023/08/30,16666.33 ,16780.42 ,16666.33 ,16719.82 ,5783468.00
2023/08/31,16707.35 ,16712.22 ,16630.67 ,16634.51 ,6337598.00
2023/09/01,16640.92 ,16730.13 ,16619.23 ,16644.94 ,5858177.00
2023/09/04,16649.67 ,16789.69 ,16648.51 ,16789.69 ,5493751.00
2023/09/05,16784.12 ,16791.61 ,16727.44 ,16791.61 ,5389791.00
2023/09/06,16796.37 ,16841.19 ,16732.69 ,16738.16 ,6167718.00
2023/09/07,16715.45 ,16715.45 ,16609.94 ,16619.14 ,5529953.00
2023/09/08,16609.93 ,16609.93 ,16505.64 ,16576.02 ,5107734.00
2023/09/11,16579.83 ,16600.03 ,16398.30 ,16432.95 ,6051740.00
2023/09/12,16433.82 ,16579.86 ,16422.91 ,16572.71 ,5408148.00
2023/09/13,16578.13 ,16653.30 ,16542.72 ,16581.51 ,5515375.00
2023/09/14,16581.62 ,16807.56 ,16581.62 ,16807.56 ,6359872.00
2023/09/15,16809.74 ,16920.92 ,16787.74 ,16920.92 ,8158060.00
2023/09/18,16893.97 ,16893.97 ,16698.24 ,16698.24 ,6078273.00
2023/09/19,16706.48 ,16762.52 ,16636.32 ,16636.32 ,5645206.00
2023/09/20,16626.61 ,16665.27 ,16522.38 ,16534.75 ,5988536.00
2023/09/21,16475.42 ,16475.42 ,16300.54 ,16316.67 ,6133771.00
2023/09/22,16267.32 ,16360.96 ,16202.43 ,16344.48 ,5214709.00
2023/09/25,16345.78 ,16498.38 ,16345.78 ,16452.23 ,4790555.00
2023/09/26,16440.26 ,16440.26 ,16276.07 ,16276.07 ,5184686.00
2023/09/27,16273.84 ,16324.22 ,16212.86 ,16310.36 ,4601829.00
2023/09/28,16330.71 ,16411.28 ,16311.41 ,16353.74 ,5113712.00
2023/10/02,16382.96 ,16575.31 ,16382.96 ,16557.31 ,5734001.00
2023/10/03,16520.24 ,16571.66 ,16453.80 ,16454.34 ,5892350.00
2023/10/04,16419.48 ,16419.48 ,16203.34 ,16273.38 ,5641720.00
2023/10/05,16313.89 ,16477.61 ,16313.89 ,16453.52 ,5252903.00
2023/10/06,16482.93 ,16539.13 ,16482.93 ,16520.57 ,4802052.00
2023/10/11,16567.43 ,16729.50 ,16567.43 ,16672.03 ,6743900.00
2023/10/12,16698.85 ,16825.91 ,16684.43 ,16825.91 ,5883086.00
2023/10/13,16815.91 ,16815.91 ,16726.43 ,16782.57 ,5853685.00
2023/10/16,16712.93 ,16712.93 ,16614.10 ,16652.24 ,5507462.00
2023/10/17,16678.28 ,16770.64 ,16618.30 ,16642.55 ,5405131.00
2023/10/18,16608.02 ,16612.25 ,16398.76 ,16440.91 ,7147874.00
2023/10/19,16416.54 ,16479.35 ,16382.40 ,16452.73 ,5556554.00
2023/10/20,16434.43 ,16462.56 ,16271.82 ,16440.72 ,6106263.00
2023/10/23,16391.41 ,16391.41 ,16245.84 ,16251.36 ,4924750.00
2023/10/24,16257.80 ,16318.77 ,16163.00 ,16309.76 ,5390408.00
2023/10/25,16320.71 ,16459.34 ,16320.71 ,16358.89 ,5418274.00
2023/10/26,16305.16 ,16305.16 ,16073.74 ,16073.74 ,5682316.00
2023/10/27,16112.75 ,16200.30 ,16112.75 ,16134.61 ,4562736.00
2023/10/30,16142.06 ,16203.33 ,16101.24 ,16149.68 ,4531453.00
2023/10/31,16176.58 ,16215.35 ,15975.91 ,16001.27 ,5582483.00
2023/11/01,16027.72 ,16099.03 ,15978.26 ,16038.56 ,4679344.00
2023/11/02,16094.26 ,16396.95 ,16094.26 ,16396.95 ,5467497.00
2023/11/03,16412.54 ,16520.10 ,16412.54 ,16507.65 ,5758266.00
2023/11/06,16572.56 ,16720.56 ,16572.56 ,16649.36 ,5913939.00
2023/11/07,16650.14 ,16684.95 ,16608.10 ,16684.95 ,4728818.00
2023/11/08,16691.32 ,16775.23 ,16665.40 ,16740.83 ,5597358.00
2023/11/09,16741.16 ,16759.43 ,16680.91 ,16745.65 ,5081119.00
2023/11/10,16725.94 ,16725.94 ,16651.23 ,16682.67 ,4635094.00
2023/11/13,16711.53 ,16961.02 ,16711.53 ,16839.29 ,5502240.00
2023/11/14,16884.52 ,16946.38 ,16884.52 ,16915.71 ,5471883.00
2023/11/15,17039.62 ,17143.88 ,17034.95 ,17128.78 ,7708865.00
2023/11/16,17136.52 ,17194.32 ,17089.40 ,17171.18 ,6383755.00
2023/11/17,17155.86 ,17253.47 ,17147.56 ,17208.95 ,6363298.00
2023/11/20,17197.82 ,17219.76 ,17151.82 ,17210.47 ,6131870.00
2023/11/21,17239.94 ,17421.17 ,17239.94 ,17416.70 ,7378981.00
2023/11/22,17325.60 ,17344.53 ,17264.95 ,17310.26 ,6155942.00
2023/11/23,17291.33 ,17343.61 ,17228.45 ,17294.55 ,6100401.00
2023/11/24,17304.65 ,17336.13 ,17268.38 ,17287.42 ,5487528.00
2023/11/27,17291.23 ,17351.93 ,17133.76 ,17137.42 ,6006736.00
2023/11/28,17150.30 ,17360.38 ,17145.20 ,17341.25 ,6327225.00
2023/11/29,17352.11 ,17441.79 ,17323.27 ,17370.56 ,7008357.00
2023/11/30,17389.20 ,17433.85 ,17313.30 ,17433.85 ,7348343.00
2023/12/01,17422.35 ,17450.13 ,17355.89 ,17438.35 ,6449439.00
2023/12/04,17450.64 ,17516.61 ,17398.10 ,17421.48 ,7455122.00
2023/12/05,17401.59 ,17401.59 ,17252.57 ,17328.01 ,7011018.00
2023/12/06,17340.82 ,17439.85 ,17337.47 ,17360.72 ,6495028.00
2023/12/07,17356.92 ,17387.94 ,17273.71 ,17278.74 ,6960938.00
2023/12/08,17309.36 ,17465.35 ,17309.36 ,17383.99 ,6460484.00
2023/12/11,17416.96 ,17451.82 ,17372.82 ,17418.34 ,6178381.00
2023/12/12,17429.61 ,17528.72 ,17404.88 ,17450.63 ,6593662.00
2023/12/13,17447.51 ,17507.92 ,17438.69 ,17468.93 ,7022597.00
2023/12/14,17482.38 ,17668.35 ,17482.38 ,17653.11 ,8512618.00
2023/12/15,17693.33 ,17743.54 ,17642.79 ,17673.87 ,9256588.00
2023/12/18,17637.86 ,17665.91 ,17586.88 ,17652.03 ,7531216.00
2023/12/19,17669.84 ,17669.84 ,17497.32 ,17576.55 ,7179470.00
2023/12/20,17608.35 ,17657.65 ,17597.48 ,17635.20 ,7112769.00
2023/12/21,17531.45 ,17552.90 ,17442.76 ,17543.74 ,7391178.00
2023/12/22,17586.16 ,17618.17 ,17567.55 ,17596.63 ,6878372.00
2023/12/25,17596.27 ,17663.35 ,17595.27 ,17604.84 ,5771072.00
2023/12/26,17619.09 ,17751.73 ,17619.09 ,17751.73 ,5536355.00
2023/12/27,17766.73 ,17897.16 ,17766.73 ,17891.50 ,6800409.00
2023/12/28,17900.76 ,17928.14 ,17841.76 ,17910.37 ,6580845.00
2023/12/29,17893.63 ,17945.70 ,17864.23 ,17930.81 ,5813967.00
2024/01/02,17939.79 ,17956.74 ,17784.97 ,17853.76 ,6411778.00
2024/01/03,17829.28 ,17829.28 ,17518.19 ,17559.31 ,6563816.00
2024/01/04,17574.39 ,17609.89 ,17515.73 ,17549.65 ,6326304.00
2024/01/05,17559.40 ,17606.79 ,17495.39 ,17519.14 ,6072525.00
2024/01/08,17534.52 ,17688.11 ,17534.52 ,17572.66 ,6306940.00
2024/01/09,17585.40 ,17694.26 ,17517.55 ,17535.49 ,6232655.00
2024/01/10,17495.67 ,17499.43 ,17439.27 ,17465.63 ,5764346.00
2024/01/11,17477.88 ,17574.92 ,17476.87 ,17545.32 ,6087970.00
2024/01/12,17536.05 ,17570.63 ,17469.87 ,17512.83 ,5783781.00
2024/01/15,17541.26 ,17632.77 ,17532.98 ,17546.82 ,5999846.00
2024/01/16,17523.78 ,17523.78 ,17337.58 ,17346.87 ,7003194.00
2024/01/17,17341.58 ,17361.05 ,17151.58 ,17161.79 ,8135054.00
2024/01/18,17169.10 ,17300.29 ,17169.10 ,17227.79 ,6362222.00
2024/01/19,17546.51 ,17682.97 ,17499.85 ,17681.52 ,7366926.00
2024/01/22,17770.78 ,17869.07 ,17765.13 ,17815.10 ,7440321.00
2024/01/23,17840.28 ,17893.73 ,17801.89 ,17874.59 ,6799686.00
2024/01/24,17883.62 ,17944.98 ,17856.34 ,17875.83 ,6085817.00
2024/01/25,17894.83 ,18014.26 ,17894.83 ,18002.62 ,6194925.00
2024/01/26,17985.44 ,18029.85 ,17943.65 ,17995.03 ,5484262.00
2024/01/29,18001.24 ,18119.63 ,17995.11 ,18119.63 ,5297437.00
2024/01/30,18083.45 ,18138.74 ,18034.63 ,18034.63 ,5885319.00
2024/01/31,17970.41 ,17996.33 ,17874.95 ,17889.56 ,5498408.00
2024/02/01,17871.27 ,17968.11 ,17832.95 ,17968.11 ,5865757.00
2024/02/02,18016.35 ,18059.93 ,17985.89 ,18059.93 ,5660501.00
2024/02/05,18047.40 ,18115.80 ,17992.17 ,18096.07 ,5578682.00
2024/02/15,18664.45 ,18725.47 ,18550.86 ,18644.57 ,8401984.00
2024/02/16,18639.66 ,18715.69 ,18585.14 ,18607.25 ,7844208.00
2024/02/19,18561.04 ,18663.74 ,18561.04 ,18635.80 ,7707547.00
2024/02/20,18610.21 ,18756.33 ,18610.21 ,18753.16 ,7064550.00
2024/02/21,18673.49 ,18729.03 ,18645.27 ,18676.31 ,7279039.00
2024/02/22,18826.85 ,18881.77 ,18758.15 ,18852.78 ,7544144.00
2024/02/23,18950.07 ,19012.38 ,18889.19 ,18889.19 ,7868781.00
2024/02/26,18899.39 ,18974.08 ,18854.71 ,18948.05 ,7062243.00
2024/02/27,18964.49 ,19023.01 ,18752.53 ,18854.41 ,7916887.00
2024/02/29,18796.54 ,19019.69 ,18794.62 ,18966.77 ,7568554.00
2024/03/01,19021.35 ,19041.92 ,18923.46 ,18935.93 ,7573187.00
2024/03/04,18952.69 ,19333.39 ,18952.69 ,19305.31 ,8836524.00
2024/03/05,19398.97 ,19453.85 ,19332.73 ,19386.92 ,8130039.00
2024/03/06,19283.61 ,19532.30 ,19246.30 ,19499.45 ,8275991.00
2024/03/07,19678.36 ,19794.57 ,19630.79 ,19693.52 ,9410905.00
2024/03/08,19966.49 ,20065.50 ,19638.13 ,19785.32 ,10441231.00
2024/03/11,19671.90 ,19828.70 ,19649.67 ,19726.08 ,7833500.00
2024/03/12,19672.76 ,19917.06 ,19664.71 ,19914.55 ,8460730.00
2024/03/13,20024.83 ,20112.81 ,19866.73 ,19928.51 ,9706968.00
2024/03/14,19920.63 ,19995.51 ,19775.50 ,19937.92 ,8827167.00
2024/03/15,19845.45 ,19888.13 ,19682.50 ,19682.50 ,9670515.00
2024/03/18,19706.11 ,19879.86 ,19706.11 ,19879.85 ,7757012.00
2024/03/19,19798.12 ,19921.25 ,19762.16 ,19857.20 ,8621957.00
2024/03/20,19879.25 ,19994.42 ,19728.43 ,19784.45 ,10021992.00
2024/03/21,19843.80 ,20199.30 ,19843.80 ,20199.09 ,9714309.00
2024/03/22,20232.06 ,20296.10 ,20084.31 ,20228.43 ,9739588.00
2024/03/25,20228.64 ,20285.38 ,20172.80 ,20192.25 ,7774647.00
2024/03/26,20208.88 ,20397.07 ,19977.40 ,20126.49 ,9364343.00
2024/03/27,20158.07 ,20255.10 ,20108.96 ,20200.12 ,7726443.00
2024/03/28,20213.34 ,20222.20 ,20065.93 ,20146.55 ,8671376.00
2024/03/29,20156.34 ,20335.92 ,20156.34 ,20294.45 ,8501295.00
2024/04/01,20319.73 ,20387.23 ,20217.58 ,20222.33 ,8434260.00
2024/04/02,20359.81 ,20466.57 ,20359.81 ,20466.57 ,8095952.00
2024/04/03,20388.84 ,20403.73 ,20269.66 ,20337.60 ,7343173.00
2024/04/08,20395.05 ,20487.83 ,20379.83 ,20417.70 ,7833324.00
2024/04/09,20521.56 ,20820.81 ,20521.56 ,20796.20 ,9050814.00
2024/04/10,20789.42 ,20883.69 ,20763.53 ,20763.53 ,8716653.00
2024/04/11,20713.25 ,20770.83 ,20651.88 ,20753.22 ,8914560.00
2024/04/12,20772.79 ,20825.04 ,20713.87 ,20736.57 ,8851979.00
2024/04/15,20586.53 ,20623.77 ,20449.77 ,20449.77 ,9618574.00
2024/04/16,20365.11 ,20365.11 ,19844.54 ,19901.96 ,11746011.00
2024/04/17,19986.62 ,20264.99 ,19986.62 ,20213.33 ,7877446.00
2024/04/18,20126.57 ,20363.09 ,20057.81 ,20301.20 ,8879764.00
2024/04/19,19992.06 ,19992.06 ,19291.88 ,19527.12 ,14220809.00
2024/04/22,19466.44 ,19695.49 ,19395.31 ,19411.22 ,10228829.00
2024/04/23,19564.38 ,19709.00 ,19509.74 ,19599.28 ,7253946.00
2024/04/24,19770.46 ,20165.77 ,19770.46 ,20131.74 ,9111612.00
2024/04/25,20003.00 ,20003.00 ,19848.57 ,19857.42 ,7577774.00
2024/04/26,20094.17 ,20226.29 ,20087.61 ,20120.51 ,8712330.00
2024/04/29,20235.93 ,20495.52 ,20235.93 ,20495.52 ,10073768.00
2024/04/30,20508.48 ,20559.97 ,20396.60 ,20396.60 ,7574611.00
2024/05/02,20360.67 ,20360.67 ,20222.44 ,20222.44 ,8406070.00
2024/05/03,20381.98 ,20521.49 ,20272.34 ,20330.32 ,8493343.00
2024/05/06,20479.80 ,20639.90 ,20479.80 ,20523.31 ,8531380.00
2024/05/07,20634.62 ,20689.19 ,20493.80 ,20653.53 ,8310364.00
2024/05/08,20604.18 ,20700.51 ,20547.48 ,20700.51 ,8266990.00
2024/05/09,20710.05 ,20754.61 ,20560.77 ,20560.77 ,8462569.00
2024/05/10,20582.12 ,20765.82 ,20574.01 ,20708.84 ,9484962.00
2024/05/13,20905.16 ,20933.28 ,20816.42 ,20857.71 ,9004389.00
2024/05/14,20835.95 ,20994.53 ,20816.77 ,20985.85 ,9083268.00
2024/05/15,20984.70 ,21308.32 ,20984.70 ,21147.21 ,10020867.00
2024/05/16,21319.02 ,21515.52 ,21249.88 ,21304.26 ,10676029.00
2024/05/17,21346.75 ,21346.75 ,21218.34 ,21258.47 ,9381134.00
2024/05/20,21278.38 ,21338.35 ,21102.18 ,21271.63 ,9698206.00
2024/05/21,21239.26 ,21307.08 ,21131.62 ,21236.75 ,8349241.00
2024/05/22,21248.99 ,21567.48 ,21248.99 ,21551.83 ,9892255.00
2024/05/23,21668.84 ,21668.84 ,21475.99 ,21607.43 ,10342069.00
2024/05/24,21442.67 ,21608.72 ,21381.25 ,21565.34 ,8654957.00
2024/05/27,21699.98 ,21871.34 ,21699.98 ,21803.77 ,10249255.00
2024/05/28,21812.20 ,21937.40 ,21812.20 ,21858.41 ,9828428.00
2024/05/29,21846.41 ,21906.10 ,21662.50 ,21662.50 ,10075066.00
2024/05/30,21481.39 ,21558.36 ,21364.24 ,21364.48 ,9367769.00
2024/05/31,21400.83 ,21539.03 ,21174.22 ,21174.22 ,11881955.00
2024/06/03,21388.71 ,21612.54 ,21372.08 ,21536.76 ,9227882.00
2024/06/04,21513.85 ,21529.98 ,21308.97 ,21356.62 ,9533375.00
2024/06/05,21385.00 ,21510.86 ,21264.63 ,21484.88 ,8309415.00
2024/06/06,21856.13 ,21970.63 ,21847.68 ,21902.70 ,9720110.00
2024/06/07,21823.62 ,21920.85 ,21823.62 ,21858.38 ,9413696.00
2024/06/11,21984.42 ,22003.71 ,21792.12 ,21792.12 ,10336042.00
2024/06/12,21841.81 ,22094.94 ,21841.81 ,22048.96 ,8993663.00
2024/06/13,22217.64 ,22440.10 ,22211.08 ,22312.04 ,10063123.00
2024/06/14,22311.93 ,22504.72 ,22252.02 ,22504.72 ,9573063.00
2024/06/17,22468.11 ,22567.34 ,22431.26 ,22496.53 ,9540532.00
2024/06/18,22690.34 ,22787.67 ,22642.94 ,22757.43 ,9626522.00
2024/06/19,22858.45 ,23275.30 ,22858.45 ,23209.54 ,11548968.00
2024/06/20,23196.69 ,23406.10 ,23180.70 ,23406.10 ,10071394.00
2024/06/21,23193.90 ,23351.17 ,23151.15 ,23253.39 ,12435288.00
2024/06/24,23124.31 ,23131.68 ,22813.70 ,22813.70 ,10868484.00
2024/06/25,22695.15 ,22875.97 ,22503.00 ,22875.97 ,9415655.00
2024/06/26,22938.57 ,23074.74 ,22893.75 ,22986.69 ,9402611.00
2024/06/27,22859.93 ,22922.56 ,22765.16 ,22905.98 ,9517113.00
2024/06/28,22896.72 ,23142.40 ,22896.72 ,23032.25 ,9156285.00
2024/07/01,23042.70 ,23187.88 ,23015.17 ,23058.57 ,9519820.00
2024/07/02,23012.74 ,23041.90 ,22833.78 ,22879.37 ,10730848.00
2024/07/03,23009.82 ,23172.43 ,22994.28 ,23172.43 ,11022883.00
2024/07/04,23360.88 ,23571.82 ,23360.88 ,23522.53 ,11530961.00
2024/07/05,23532.01 ,23628.86 ,23491.79 ,23556.59 ,10664306.00
2024/07/08,23550.64 ,24011.64 ,23505.86 ,23878.15 ,11657426.00
2024/07/09,23888.20 ,24126.66 ,23607.92 ,23900.08 ,12440604.00
2024/07/10,23744.88 ,24040.61 ,23682.49 ,24007.08 ,10720034.00
2024/07/11,24242.03 ,24416.67 ,24151.80 ,24390.03 ,11951313.00
2024/07/12,23955.67 ,24045.73 ,23774.22 ,23916.93 ,12595197.00
2024/07/15,23927.91 ,24018.31 ,23759.51 ,23879.36 ,10191840.00
2024/07/16,23880.33 ,24174.18 ,23861.77 ,23997.25 ,9715661.00
2024/07/17,23827.27 ,23993.68 ,23650.94 ,23769.82 ,11672877.00
2024/07/18,23373.01 ,23450.91 ,23148.74 ,23398.47 ,11780624.00
2024/07/19,23228.04 ,23235.82 ,22865.84 ,22869.26 ,11316053.00
2024/07/22,22818.86 ,22818.86 ,22130.88 ,22256.99 ,11952430.00
2024/07/23,22514.75 ,22871.84 ,22514.75 ,22871.84 ,8708465.00
2024/07/26,22206.93 ,22206.93 ,21889.61 ,22119.21 ,10442613.00
2024/07/29,22321.37 ,22471.40 ,22128.14 ,22164.49 ,8828797.00
2024/07/30,22040.04 ,22276.39 ,21833.85 ,22223.57 ,8965809.00
2024/07/31,22088.78 ,22315.31 ,22046.29 ,22199.35 ,8511323.00
2024/08/01,22546.40 ,22652.21 ,22465.06 ,22642.10 ,9587317.00
2024/08/02,22141.20 ,22141.20 ,21636.22 ,21638.09 ,11661822.00
2024/08/05,20982.92 ,20982.92 ,19783.50 ,19830.88 ,15669316.00
2024/08/06,20344.39 ,20751.50 ,19662.74 ,20501.02 ,13253199.00
2024/08/07,20638.28 ,21306.23 ,20638.28 ,21295.28 ,9430851.00
2024/08/08,21047.16 ,21074.19 ,20723.26 ,20870.10 ,8112423.00
2024/08/09,21212.00 ,21613.76 ,21212.00 ,21469.00 ,9145607.00
2024/08/12,21598.93 ,21897.98 ,21598.93 ,21773.26 ,8103860.00
2024/08/13,21816.07 ,21866.63 ,21698.47 ,21796.57 ,7153087.00
2024/08/14,21952.03 ,22155.29 ,21942.22 ,22027.25 ,8374999.00
2024/08/15,22005.69 ,22089.04 ,21895.17 ,21895.17 ,7292001.00
2024/08/16,22114.72 ,22374.94 ,22114.72 ,22349.33 ,8235886.00
2024/08/19,22338.83 ,22485.91 ,22307.17 ,22409.63 ,7101238.00
