年月日,開盤價,最高價,最低價,收盤價,成交量
2024/08/20,22464.07 ,22545.89 ,22369.25 ,22429.10 ,7843839.00
2024/08/21,22316.78 ,22358.88 ,22165.82 ,22237.89 ,8078459.00
2024/08/22,22254.59 ,22315.92 ,22096.26 ,22148.83 ,6485403.00
2024/08/23,22042.59 ,22159.27 ,21935.98 ,22158.05 ,8158257.00
2024/08/26,22250.49 ,22449.45 ,22164.53 ,22240.12 ,9295320.00
2024/08/27,22179.21 ,22205.11 ,22059.51 ,22185.00 ,7336667.00
2024/08/28,22210.57 ,22370.66 ,22108.86 ,22370.66 ,7088221.00
2024/08/29,22136.31 ,22273.62 ,22010.89 ,22201.85 ,7478271.00
2024/08/30,22230.07 ,22342.25 ,22230.07 ,22268.09 ,8361576.00
2024/09/02,22341.90 ,22439.31 ,22178.04 ,22235.10 ,6791049.00
2024/09/03,22240.11 ,22303.50 ,22092.21 ,22092.21 ,6837468.00
2024/09/04,21574.65 ,21574.65 ,20922.17 ,21092.75 ,11157824.00
2024/09/05,21271.09 ,21488.81 ,21150.99 ,21187.71 ,7964799.00
2024/09/06,21255.45 ,21461.71 ,21125.14 ,21435.19 ,6584784.00
2024/09/09,21127.81 ,21163.91 ,20922.51 ,21144.44 ,7793314.00
2024/09/10,21252.57 ,21324.43 ,20977.00 ,21064.08 ,7275918.00
2024/09/11,21089.18 ,21134.05 ,21031.00 ,21031.00 ,6710882.00
2024/09/12,21373.64 ,21706.85 ,21373.64 ,21653.25 ,7930915.00
2024/09/13,21754.36 ,21796.39 ,21643.22 ,21759.65 ,6059733.00
2024/09/16,21800.00 ,21854.74 ,21736.70 ,21850.08 ,6105105.00
2024/09/18,21813.54 ,21859.16 ,21584.63 ,21678.84 ,7979840.00
2024/09/19,21675.40 ,22042.69 ,21656.66 ,22042.69 ,7947109.00
2024/09/20,22246.24 ,22354.54 ,22136.53 ,22159.42 ,9689069.00
2024/09/23,22170.94 ,22307.46 ,22170.94 ,22285.53 ,7121310.00
2024/09/24,22273.79 ,22431.78 ,22154.55 ,22431.78 ,7862076.00
2024/09/25,22569.29 ,22785.32 ,22569.29 ,22761.60 ,9143783.00
2024/09/26,22841.42 ,22961.77 ,22769.24 ,22858.81 ,9160464.00
2024/09/27,22978.97 ,23079.21 ,22806.83 ,22822.79 ,9742471.00
2024/09/30,22643.91 ,22691.23 ,22224.54 ,22224.54 ,9221061.00
2024/10/01,22329.65 ,22446.86 ,22311.33 ,22390.39 ,6546005.00
2024/10/04,22459.10 ,22493.05 ,22193.50 ,22302.71 ,9601367.00
2024/10/07,22479.24 ,22719.07 ,22479.24 ,22702.56 ,9016648.00
2024/10/08,22691.32 ,22691.32 ,22418.38 ,22611.39 ,9567321.00
2024/10/09,22637.17 ,22885.95 ,22637.17 ,22659.08 ,8833974.00
2024/10/11,22726.19 ,23011.11 ,22726.19 ,22901.64 ,7292297.00
2024/10/14,22947.32 ,23015.55 ,22799.14 ,22975.29 ,6998458.00
2024/10/15,23083.70 ,23353.91 ,23082.06 ,23292.04 ,8377162.00
2024/10/16,22990.64 ,23258.52 ,22866.73 ,23010.98 ,8256820.00
2024/10/17,23114.21 ,23191.79 ,22950.70 ,23053.84 ,7296757.00
2024/10/18,23620.57 ,23713.70 ,23378.36 ,23487.27 ,8681228.00
2024/10/21,23602.98 ,23678.51 ,23480.06 ,23542.53 ,7090579.00
2024/10/22,23428.11 ,23535.43 ,23269.86 ,23535.43 ,7397918.00
2024/10/23,23402.24 ,23486.45 ,23318.84 ,23334.76 ,6840533.00
2024/10/24,23446.64 ,23446.64 ,23150.77 ,23192.52 ,7053500.00
2024/10/25,23255.07 ,23388.53 ,23222.77 ,23348.45 ,5949900.00
2024/10/28,23455.69 ,23547.12 ,23164.42 ,23198.07 ,6484900.00
2024/10/29,23048.45 ,23056.57 ,22711.10 ,22926.59 ,7002228.00
2024/10/30,22985.13 ,23116.33 ,22801.45 ,22820.43 ,6385074.00
2024/11/01,22438.93 ,22828.98 ,22231.94 ,22780.08 ,8015830.00
2024/11/04,22839.18 ,23020.99 ,22792.77 ,22965.39 ,6638863.00
2024/11/05,22870.11 ,23178.80 ,22849.83 ,23106.79 ,6504125.00
2024/11/06,23112.95 ,23439.39 ,23035.30 ,23217.38 ,8013368.00
2024/11/07,23180.01 ,23518.63 ,23132.94 ,23408.82 ,8714755.00
2024/11/08,23608.11 ,23699.70 ,23509.13 ,23553.89 ,8522966.00
2024/11/11,23477.75 ,23563.80 ,23306.66 ,23529.64 ,7157746.00
2024/11/12,23276.76 ,23276.76 ,22981.77 ,22981.77 ,8798515.00
2024/11/13,22894.91 ,23046.47 ,22860.23 ,22860.23 ,7454299.00
2024/11/14,22821.04 ,22893.82 ,22619.71 ,22715.38 ,8159633.00
2024/11/15,22767.11 ,22940.80 ,22690.77 ,22742.77 ,7887946.00
2024/11/18,22693.96 ,22781.77 ,22503.69 ,22546.54 ,7378710.00
2024/11/19,22614.74 ,22906.69 ,22578.75 ,22848.80 ,7496707.00
2024/11/20,22872.91 ,22977.56 ,22622.47 ,22688.36 ,7304592.00
2024/11/21,22671.66 ,22708.57 ,22490.28 ,22555.66 ,6888868.00
2024/11/22,22799.53 ,23019.04 ,22799.53 ,22904.32 ,7592870.00
2024/11/25,22996.05 ,23172.43 ,22948.37 ,22948.37 ,9016499.00
2024/11/26,22789.60 ,22832.11 ,22645.13 ,22678.76 ,6587493.00
2024/11/27,22665.58 ,22743.99 ,22334.78 ,22334.78 ,7465837.00
2024/11/28,22380.45 ,22413.25 ,22124.31 ,22298.90 ,6876239.00
2024/11/29,22202.28 ,22429.86 ,22055.38 ,22262.50 ,6121271.00
2024/12/02,22456.50 ,22802.53 ,22456.50 ,22736.93 ,6539080.00
2024/12/03,22972.30 ,23144.78 ,22972.30 ,23027.46 ,8437009.00
2024/12/04,23126.08 ,23255.33 ,23034.70 ,23255.33 ,7115251.00
2024/12/05,23308.29 ,23387.17 ,23225.31 ,23267.94 ,6865840.00
2024/12/06,23278.68 ,23361.12 ,23137.62 ,23193.27 ,6678931.00
2024/12/09,23287.79 ,23325.99 ,23172.22 ,23273.25 ,6787692.00
2024/12/10,23228.26 ,23329.01 ,23071.43 ,23125.08 ,6780099.00
2024/12/11,23108.36 ,23108.36 ,22880.57 ,22903.63 ,6353873.00
2024/12/12,23050.64 ,23189.29 ,23030.48 ,23046.80 ,6832459.00
2024/12/13,23002.37 ,23097.52 ,22920.84 ,23020.48 ,6829297.00
2024/12/16,23207.21 ,23264.40 ,22959.91 ,23039.90 ,6906349.00
2024/12/17,23131.57 ,23223.51 ,23018.01 ,23018.01 ,7111819.00
2024/12/18,23014.43 ,23211.17 ,22934.59 ,23168.67 ,7096609.00
2024/12/19,22947.56 ,22947.56 ,22743.30 ,22932.25 ,7634774.00
2024/12/20,22798.39 ,22845.59 ,22510.25 ,22510.25 ,8492203.00
2024/12/23,22811.56 ,23132.25 ,22811.56 ,23104.54 ,6879560.00
2024/12/24,23260.74 ,23326.25 ,23120.24 ,23120.24 ,6550529.00
2024/12/25,23226.35 ,23296.36 ,23159.36 ,23220.13 ,5918131.00
2024/12/26,23276.08 ,23320.62 ,23241.94 ,23246.94 ,5748734.00
2024/12/27,23251.28 ,23335.66 ,23204.35 ,23275.68 ,5282782.00
2024/12/30,23274.26 ,23331.67 ,23159.70 ,23190.20 ,5188922.00
2024/12/31,23094.07 ,23123.96 ,22972.99 ,23035.10 ,5527015.00
2025/01/02,22975.71 ,23038.08 ,22713.63 ,22832.06 ,6901476.00
2025/01/03,23018.56 ,23092.07 ,22905.40 ,22908.30 ,6197928.00
2025/01/06,23131.79 ,23553.29 ,23131.79 ,23547.71 ,7153019.00
2025/01/07,23824.72 ,23943.95 ,23651.27 ,23651.27 ,7417093.00
2025/01/08,23522.29 ,23671.28 ,23388.63 ,23407.33 ,6069785.00
2025/01/09,23406.72 ,23463.96 ,23081.13 ,23081.13 ,6729365.00
2025/01/10,23067.46 ,23202.25 ,22989.67 ,23011.86 ,6018777.00
2025/01/13,23070.32 ,23070.32 ,22458.22 ,22488.33 ,7967679.00
2025/01/14,22573.96 ,22797.52 ,22542.93 ,22797.52 ,5077382.00
2025/01/15,22757.46 ,22777.34 ,22509.65 ,22514.57 ,5200875.00
2025/01/16,22817.52 ,23147.69 ,22817.52 ,23025.10 ,5748443.00
2025/01/17,23190.12 ,23209.88 ,22905.53 ,23148.08 ,5442058.00
2025/01/20,23203.47 ,23346.64 ,23176.43 ,23266.82 ,5022728.00
2025/01/21,23266.49 ,23377.64 ,23174.02 ,23300.01 ,4315813.00
2025/01/22,23472.67 ,23642.08 ,23472.67 ,23525.41 ,5160999.00
2025/02/03,22796.71 ,22796.71 ,22502.20 ,22694.71 ,7689151.00
2025/02/04,22836.27 ,22934.31 ,22720.62 ,22793.96 ,6940459.00
2025/02/05,22916.38 ,23249.33 ,22916.38 ,23161.58 ,5984578.00
2025/02/06,23226.50 ,23348.42 ,23216.65 ,23316.60 ,5581052.00
2025/02/07,23289.97 ,23478.27 ,23254.17 ,23478.27 ,5980328.00
2025/02/10,23421.77 ,23448.16 ,23163.85 ,23252.14 ,5799480.00
2025/02/11,23321.92 ,23485.51 ,23289.76 ,23384.05 ,5923166.00
2025/02/12,23449.31 ,23528.61 ,23289.75 ,23289.75 ,6224128.00
2025/02/13,23263.28 ,23413.10 ,23206.45 ,23399.41 ,7333190.00
2025/02/14,23198.39 ,23276.24 ,23142.95 ,23152.61 ,7543572.00
2025/02/17,23258.17 ,23510.68 ,23242.84 ,23505.33 ,7348992.00
2025/02/18,23550.50 ,23666.11 ,23454.09 ,23666.11 ,6663218.00
2025/02/19,23589.44 ,23683.46 ,23550.99 ,23604.08 ,7287234.00
2025/02/20,23530.97 ,23576.71 ,23400.75 ,23487.46 ,7049129.00
2025/02/21,23526.13 ,23732.58 ,23488.42 ,23730.25 ,7160637.00
2025/02/24,23573.80 ,23605.22 ,23461.43 ,23565.31 ,7075015.00
2025/02/25,23376.42 ,23376.42 ,23209.53 ,23285.72 ,7531906.00
2025/02/26,23221.84 ,23431.24 ,23156.02 ,23402.55 ,6886556.00
2025/02/27,23446.46 ,23487.73 ,23053.18 ,23053.18 ,8994191.00
2025/03/03,22734.05 ,22775.02 ,22611.10 ,22756.25 ,7315722.00
2025/03/04,22508.80 ,22700.94 ,22359.50 ,22596.88 ,7667305.00
2025/03/05,22778.86 ,22948.30 ,22757.22 ,22871.90 ,7220068.00
2025/03/06,22930.11 ,22979.97 ,22715.43 ,22715.43 ,6624545.00
2025/03/07,22696.23 ,22747.11 ,22542.08 ,22576.07 ,6465829.00
2025/03/10,22548.98 ,22641.25 ,22407.57 ,22459.15 ,6345999.00
2025/03/11,22126.06 ,22140.39 ,21769.57 ,22071.09 ,8053156.00
2025/03/12,22171.10 ,22391.47 ,22153.61 ,22278.36 ,6682514.00
2025/03/13,22403.34 ,22552.43 ,21961.68 ,21961.68 ,7430996.00
2025/03/14,21986.81 ,22074.03 ,21895.90 ,21968.05 ,7243124.00
2025/03/17,22137.53 ,22306.83 ,22110.08 ,22118.63 ,6360352.00
2025/03/18,22204.62 ,22327.10 ,22186.42 ,22271.67 ,5824074.00
2025/03/19,22245.42 ,22247.66 ,21942.69 ,21960.83 ,6087757.00
2025/03/20,22171.00 ,22377.26 ,22171.00 ,22377.26 ,5714382.00
2025/03/21,22362.38 ,22366.95 ,22200.23 ,22209.10 ,6429617.00
2025/03/24,22348.38 ,22380.73 ,22106.64 ,22106.64 ,5021528.00
2025/03/25,22269.37 ,22414.02 ,22228.68 ,22273.19 ,4993587.00
2025/03/26,22327.61 ,22398.12 ,22235.89 ,22260.29 ,4406501.00
2025/03/27,22093.20 ,22093.20 ,21919.40 ,21951.76 ,5608186.00
2025/03/28,21836.16 ,21836.16 ,21525.05 ,21602.89 ,6814236.00
2025/03/31,21254.63 ,21254.63 ,20695.90 ,20695.90 ,8683910.00
2025/04/01,20884.53 ,21315.52 ,20884.53 ,21280.17 ,5826078.00
2025/04/02,21313.77 ,21390.52 ,21235.99 ,21298.22 ,4985282.00
2025/04/07,20153.57 ,20153.57 ,19212.02 ,19232.35 ,5683302.00
2025/04/08,19064.47 ,19064.47 ,18180.48 ,18459.95 ,12393863.00
2025/04/09,18337.44 ,18371.52 ,17306.97 ,17391.76 ,12614257.00
2025/04/10,18256.47 ,19024.47 ,18256.47 ,19000.03 ,5329120.00
2025/04/11,18772.50 ,19528.77 ,18418.20 ,19528.77 ,9129660.00
2025/04/14,19686.68 ,20023.63 ,19508.93 ,19513.09 ,7665646.00
2025/04/15,19609.90 ,19895.43 ,19576.15 ,19857.67 ,5242983.00
2025/04/16,19737.09 ,19737.09 ,19453.14 ,19468.00 ,5216346.00
2025/04/17,19389.52 ,19478.00 ,19196.47 ,19338.73 ,4599431.00
2025/04/18,19423.98 ,19499.28 ,19376.35 ,19395.03 ,3792878.00
2025/04/21,19321.14 ,19359.96 ,19080.60 ,19106.20 ,4486948.00
2025/04/22,18990.86 ,19059.65 ,18793.43 ,18793.43 ,4881720.00
2025/04/23,19163.61 ,19639.14 ,19163.61 ,19639.14 ,5314940.00
2025/04/24,19752.59 ,19752.59 ,19433.37 ,19478.81 ,4358134.00
2025/04/25,19861.24 ,20012.27 ,19861.24 ,19872.73 ,4961167.00
2025/04/28,19972.07 ,20073.75 ,19972.07 ,20034.41 ,3948682.00
2025/04/29,20018.32 ,20232.63 ,20007.30 ,20232.63 ,4654115.00
2025/04/30,20215.39 ,20331.89 ,20185.31 ,20235.03 ,5103616.00
2025/05/02,20534.08 ,20787.64 ,20534.08 ,20787.64 ,5955569.00
2025/05/05,20839.04 ,20885.54 ,20320.80 ,20532.99 ,7760468.00
2025/05/06,20353.88 ,20623.85 ,20349.56 ,20522.59 ,5768063.00
2025/05/07,20575.15 ,20685.28 ,20418.03 ,20546.49 ,5075266.00
2025/05/08,20559.65 ,20747.28 ,20543.40 ,20543.40 ,4516660.00
2025/05/09,20690.80 ,20915.04 ,20643.56 ,20915.04 ,5297103.00
2025/05/12,20996.95 ,21176.13 ,20996.95 ,21129.54 ,5246162.00
2025/05/13,21474.02 ,21626.28 ,21330.14 ,21330.14 ,6807098.00
2025/05/14,21552.42 ,21782.87 ,21552.42 ,21782.87 ,6994105.00
2025/05/15,21776.65 ,21821.01 ,21674.32 ,21730.25 ,6398847.00
2025/05/16,21731.88 ,21854.50 ,21697.85 ,21843.69 ,6558510.00
2025/05/19,21786.33 ,21786.33 ,21496.69 ,21523.83 ,6118958.00
2025/05/20,21631.61 ,21746.56 ,21517.10 ,21526.03 ,5030140.00
2025/05/21,21603.58 ,21879.24 ,21603.58 ,21803.91 ,5594779.00
2025/05/22,21733.82 ,21733.82 ,21585.31 ,21670.96 ,5976457.00
2025/05/23,21766.24 ,21798.88 ,21559.78 ,21652.24 ,5316070.00
2025/05/26,21577.64 ,21688.45 ,21536.57 ,21536.57 ,5330804.00
2025/05/27,21491.65 ,21558.47 ,21310.00 ,21336.54 ,5893760.00
2025/05/28,21539.15 ,21634.37 ,21305.73 ,21357.72 ,5670506.00
2025/05/29,21531.29 ,21605.26 ,21347.30 ,21347.30 ,7561868.00
2025/06/02,21253.97 ,21256.10 ,20940.98 ,21002.71 ,6799184.00
2025/06/03,21126.70 ,21303.21 ,21110.63 ,21126.93 ,6212282.00
2025/06/04,21341.44 ,21618.09 ,21341.44 ,21618.09 ,6939766.00
2025/06/05,21695.93 ,21738.93 ,21626.74 ,21674.43 ,6479408.00
2025/06/06,21637.77 ,21702.46 ,21606.70 ,21660.66 ,5283685.00
2025/06/09,21773.45 ,21866.27 ,21717.52 ,21790.29 ,5424065.00
2025/06/10,21921.24 ,22294.86 ,21921.24 ,22242.14 ,6797923.00
2025/06/11,22376.37 ,22470.10 ,22294.60 ,22470.10 ,6677404.00
2025/06/12,22362.67 ,22390.17 ,22253.64 ,22287.82 ,5845048.00
2025/06/13,22215.50 ,22228.01 ,21984.36 ,22072.95 ,6908522.00
2025/06/16,22058.57 ,22094.60 ,21936.38 ,22049.90 ,5524506.00
2025/06/17,22172.59 ,22331.69 ,22118.46 ,22211.59 ,6125208.00
2025/06/18,22135.83 ,22370.25 ,22104.68 ,22356.73 ,6399812.00
2025/06/19,22238.10 ,22249.40 ,21973.04 ,22003.50 ,5689009.00
2025/06/20,21960.51 ,22089.48 ,21779.55 ,22045.74 ,6862237.00
2025/06/23,21750.70 ,21801.32 ,21551.58 ,21732.02 ,5617706.00
2025/06/24,22001.48 ,22201.05 ,22001.48 ,22188.76 ,7011455.00
2025/06/25,22341.87 ,22444.51 ,22284.52 ,22430.61 ,6335015.00
2025/06/26,22425.39 ,22587.67 ,22391.27 ,22492.34 ,6410607.00
2025/06/27,22503.85 ,22580.08 ,22388.59 ,22580.08 ,6064087.00
2025/06/30,22508.33 ,22558.95 ,22256.02 ,22256.02 ,5791190.00
2025/07/01,22419.74 ,22730.76 ,22401.58 ,22553.72 ,6415082.00
2025/07/02,22463.55 ,22577.74 ,22396.26 ,22577.74 ,5101662.00
2025/07/03,22707.41 ,22816.20 ,22700.86 ,22712.97 ,6029111.00
2025/07/04,22756.55 ,22842.75 ,22500.97 ,22547.50 ,5632671.00
2025/07/07,22550.14 ,22550.50 ,22294.11 ,22428.72 ,4962856.00
2025/07/08,22375.65 ,22375.65 ,22190.46 ,22362.27 ,5407011.00
2025/07/09,22253.17 ,22527.01 ,22211.10 ,22527.01 ,5646619.00
2025/07/10,22566.51 ,22699.29 ,22513.35 ,22693.25 ,5553213.00
2025/07/11,22602.81 ,22770.01 ,22601.95 ,22751.03 ,7092180.00
2025/07/14,22679.18 ,22735.23 ,22525.66 ,22614.97 ,4853105.00
2025/07/15,22618.43 ,22888.23 ,22588.26 ,22835.94 ,5429807.00
2025/07/16,22967.51 ,23106.43 ,22923.12 ,23042.90 ,6375009.00
2025/07/17,23042.97 ,23159.54 ,22923.37 ,23113.28 ,5826064.00
2025/07/18,23345.72 ,23468.21 ,23276.02 ,23383.13 ,6130525.00
2025/07/21,23314.29 ,23403.83 ,23243.79 ,23340.56 ,5279612.00
2025/07/22,23301.66 ,23486.08 ,22985.90 ,22987.92 ,6889507.00
2025/07/23,23063.57 ,23318.67 ,23063.57 ,23318.67 ,6238239.00
2025/07/24,23373.67 ,23455.09 ,23295.31 ,23373.73 ,6322628.00
2025/07/25,23454.59 ,23485.56 ,23308.45 ,23364.38 ,5964609.00
2025/07/28,23477.10 ,23564.44 ,23350.73 ,23412.98 ,5994460.00
2025/07/29,23414.36 ,23422.17 ,23094.67 ,23201.52 ,6685041.00
2025/07/30,23288.72 ,23461.72 ,23264.64 ,23461.72 ,6095108.00
2025/07/31,23523.59 ,23631.11 ,23454.44 ,23542.52 ,7079439.00
2025/08/01,23318.37 ,23484.21 ,23168.27 ,23434.38 ,6950284.00
2025/08/04,23260.18 ,23378.94 ,23151.65 ,23378.94 ,6547254.00
2025/08/05,23498.40 ,23671.84 ,23498.40 ,23660.59 ,6610002.00
2025/08/06,23443.36 ,23557.49 ,23433.53 ,23447.36 ,6009196.00
2025/08/07,23717.35 ,24050.54 ,23717.35 ,24003.77 ,7106666.00
2025/08/08,24026.65 ,24131.46 ,23967.99 ,24021.26 ,7010275.00
2025/08/11,23980.39 ,24249.05 ,23887.25 ,24135.50 ,7230198.00
2025/08/12,24182.84 ,24263.92 ,24065.43 ,24158.36 ,7513604.00
2025/08/13,24232.04 ,24406.94 ,24172.19 ,24370.02 ,8864976.00
2025/08/14,24258.50 ,24389.51 ,24198.88 ,24238.10 ,7941972.00
2025/08/15,24266.23 ,24385.56 ,24164.43 ,24334.48 ,7913302.00
2025/08/18,24272.55 ,24515.65 ,24257.30 ,24482.52 ,8459665.00
2025/08/19,24493.92 ,24551.42 ,24324.29 ,24353.50 ,8279842.00
2025/08/20,24309.27 ,24309.27 ,23620.24 ,23625.44 ,8611743.00
2025/08/21,23739.83 ,24011.50 ,23739.83 ,23962.13 ,6990398.00
2025/08/22,24033.02 ,24071.65 ,23764.47 ,23764.47 ,6571719.00
2025/08/25,24108.81 ,24362.02 ,24108.75 ,24277.38 ,7201907.00
2025/08/26,24237.36 ,24382.42 ,24113.03 ,24305.10 ,8259451.00
2025/08/27,24449.81 ,24539.88 ,24410.08 ,24519.90 ,7675360.00
2025/08/28,24468.12 ,24502.37 ,24236.45 ,24236.45 ,7619400.00
2025/08/29,24438.03 ,24570.15 ,24233.10 ,24233.10 ,7716714.00
2025/09/01,24143.37 ,24312.83 ,23885.41 ,24071.73 ,7882519.00
2025/09/02,24113.90 ,24295.03 ,23890.33 ,24016.78 ,6868073.00
2025/09/03,24036.88 ,24103.23 ,23925.49 ,24100.30 ,6215237.00
2025/09/04,24235.27 ,24389.35 ,24168.16 ,24179.85 ,7455297.00
2025/09/05,24244.26 ,24494.58 ,24244.26 ,24494.58 ,6973379.00
2025/09/08,24610.85 ,24729.96 ,24547.38 ,24547.38 ,7768998.00
2025/09/09,24650.46 ,24880.07 ,24650.46 ,24855.18 ,8091742.00
2025/09/10,25032.88 ,25272.23 ,25032.88 ,25192.59 ,8693632.00
2025/09/11,25509.30 ,25541.44 ,25174.13 ,25215.71 ,9553641.00
2025/09/12,25349.70 ,25492.28 ,25349.70 ,25474.64 ,7830621.00
2025/09/15,25494.10 ,25519.94 ,25284.17 ,25357.16 ,6958333.00
2025/09/16,25335.46 ,25664.81 ,25335.46 ,25629.64 ,7560459.00
2025/09/17,25543.91 ,25632.07 ,25422.96 ,25438.25 ,7849906.00
2025/09/18,25543.17 ,25769.36 ,25475.25 ,25769.36 ,8339290.00
2025/09/19,25794.66 ,25864.01 ,25578.37 ,25578.37 ,9787714.00
2025/09/22,25599.60 ,25887.69 ,25599.60 ,25880.60 ,7847993.00
2025/09/23,26121.00 ,26307.30 ,26041.69 ,26247.37 ,8950246.00
2025/09/24,26389.16 ,26394.03 ,26045.47 ,26196.73 ,7897848.00
2025/09/25,26067.97 ,26247.85 ,26023.85 ,26023.85 ,8846470.00
2025/09/26,25998.28 ,25998.28 ,25469.04 ,25580.32 ,8334201.00
2025/09/30,25738.31 ,25975.84 ,25738.31 ,25820.54 ,6699602.00
2025/10/01,26078.29 ,26325.79 ,25982.91 ,25982.91 ,7679791.00
2025/10/02,26392.31 ,26489.79 ,26330.25 ,26378.39 ,8085314.00
2025/10/03,26435.10 ,26761.06 ,26410.03 ,26761.06 ,7784825.00
2025/10/07,27029.28 ,27301.42 ,27017.08 ,27211.95 ,9348656.00
2025/10/08,26999.82 ,27110.43 ,26883.99 ,27063.68 ,8261189.00
2025/10/09,27301.61 ,27463.12 ,27253.07 ,27301.92 ,9444331.00
2025/10/13,26762.60 ,26965.72 ,26470.44 ,26923.42 ,10191083.00
2025/10/14,27282.10 ,27507.16 ,26764.06 ,26793.15 ,12066540.00
2025/10/15,26911.05 ,27275.71 ,26773.15 ,27275.71 ,8387861.00
2025/10/16,27337.32 ,27732.78 ,27337.32 ,27647.87 ,9035460.00
2025/10/17,27399.91 ,27513.09 ,27302.37 ,27302.37 ,8962849.00
2025/10/20,27480.44 ,27768.27 ,27412.45 ,27688.63 ,8045886.00
2025/10/21,27742.55 ,27969.05 ,27742.55 ,27752.41 ,8507303.00
2025/10/22,27614.11 ,27725.83 ,27490.89 ,27648.91 ,7835590.00
2025/10/23,27457.07 ,27586.85 ,27371.67 ,27532.26 ,7318554.00
2025/10/27,28029.88 ,28196.33 ,27993.63 ,27993.63 ,9337097.00
2025/10/28,28041.01 ,28087.93 ,27885.62 ,27949.11 ,8579810.00
2025/10/29,28157.91 ,28395.31 ,28139.65 ,28294.74 ,9076231.00
2025/10/30,28350.24 ,28527.68 ,28116.60 ,28287.53 ,9446378.00
2025/10/31,28280.47 ,28489.76 ,28233.35 ,28233.35 ,8339995.00
2025/11/03,28253.53 ,28494.99 ,28150.45 ,28334.59 ,8299689.00
2025/11/04,28364.76 ,28554.61 ,28033.62 ,28116.56 ,8404740.00
2025/11/05,27785.91 ,27799.09 ,27373.05 ,27717.06 ,8989778.00
2025/11/06,27906.44 ,28061.53 ,27879.70 ,27899.45 ,7863001.00
2025/11/07,27818.54 ,27818.54 ,27621.48 ,27651.41 ,7878592.00
2025/11/10,27805.47 ,27976.89 ,27680.51 ,27869.51 ,7491028.00
2025/11/11,28031.54 ,28187.70 ,27784.95 ,27784.95 ,8924063.00
2025/11/12,27853.47 ,28071.76 ,27799.92 ,27947.09 ,8954069.00
2025/11/13,27867.59 ,28038.24 ,27811.81 ,27903.56 ,10545273.00
2025/11/14,27816.45 ,27816.45 ,27383.34 ,27397.50 ,9939352.00
2025/11/17,27600.74 ,27723.77 ,27447.31 ,27447.31 ,8604107.00
2025/11/18,27310.40 ,27310.40 ,26756.12 ,26756.12 ,10450443.00
2025/11/19,26708.28 ,26902.97 ,26580.12 ,26580.12 ,7970065.00
